生效日期,证券代码,证券名称,证券英文名称,交易所,证监会行业分类代码,证监会行业分类名称,证监会行业分类英文名称,证监会行业分类代码(全),证监会行业分类名称(全),证监会行业分类英文名称(全)
2021/2/19,000596,古井贡酒,Anhui Gujing Distillery Co Ltd,Shenzhen,C,制造业,Manufacturing,15,酒、饮料和精制茶制造业,Beverage manufacturing
2021/2/19,000597,东北制药,Northeast Pharmaceutical Group Co Ltd,Shenzhen,C,制造业,Manufacturing,27,医药制造业,Medicine manufacturing
2021/2/19,000598,兴蓉环境,"Chengdu Xingrong Environment Co., Ltd.",Shenzhen,D,电力、热力、燃气及水的生产和供应业,Utilities,46,水的生产和供应业,Tap water production and supply
2021/2/19,000599,青岛双星,Qingdao Doublestar Co Ltd,Shenzhen,C,制造业,Manufacturing,29,橡胶和塑料制品业,Rubber and Plastic manufacturing
2021/2/19,000600,建投能源,Hebei Jointo Energy Investment Co Ltd,Shenzhen,D,电力、热力、燃气及水的生产和供应业,Utilities,44,电力、热力生产和供应业,"Electric power, steam and hot water production and supply"
2021/2/19,000601,韶能股份,Guangdong Shaoneng Group Co Ltd,Shenzhen,D,电力、热力、燃气及水的生产和供应业,Utilities,44,电力、热力生产和供应业,"Electric power, steam and hot water production and supply"
2021/2/19,000603,盛达资源,"Shengda Resources Co.,Ltd.",Shenzhen,B,采矿业,Mining,9,有色金属矿采选业,Non-ferrous metal ore mining
2021/2/19,000605,渤海股份,"Bohai Water Industry Co., Ltd.",Shenzhen,D,电力、热力、燃气及水的生产和供应业,Utilities,46,水的生产和供应业,Tap water production and supply
2021/2/19,000606,顺利办,"Shunliban Information Service Co.,Ltd",Shenzhen,I,信息传输、软件和信息技术服务业,information transmission、software and information technology service,64,互联网和相关服务,internet and related service
2021/2/19,000607,华媒控股,"Zhejiang Huamei Holding CO., LTD.",Shenzhen,R,文化、体育和娱乐业,Culture、sports and entertainment,85,新闻和出版业,Press and publication
2021/2/19,000608,阳光股份,Yangguang Co Ltd,Shenzhen,K,房地产业,Real estate,70,房地产业,Real estate
2021/2/19,000609,中迪投资,"Beijing Zodi Investment Co., Ltd.",Shenzhen,S,综合,Comprehensive,90,综合,Comprehensive
2021/2/19,000610,西安旅游,Xi'an Tourism Co Ltd,Shenzhen,N,水利、环境和公共设施管理业,water conservancy、environment and Public facilities management,78,公共设施管理业,Public facilities management
2021/2/19,000611,ST天首,"Inner Mongolia TianShou Technology&development, CO., LTD.",Shenzhen,C,制造业,Manufacturing,17,纺织业,Textile
2021/2/19,000612,焦作万方,Jiaozuo Wanfang Aluminium Manufacturing Co Ltd,Shenzhen,C,制造业,Manufacturing,32,有色金属冶炼及压延加工业,Non-ferrous metal foundries and presses
2021/2/19,000613,大东海A,Hainan Dadonghai Tourism Centre (Holdings) Co Ltd,Shenzhen,H,住宿和餐饮业,hotel and Catering industry,61,住宿业,Hotel industry
2021/2/19,000615,奥园美谷,"Aoyuan Beauty Valley Technology Co.,Ltd.",Shenzhen,K,房地产业,Real estate,70,房地产业,Real estate
2021/2/19,000616,海航投资,"HNA INVESTMENT GROUP CO.,LTD.",Shenzhen,K,房地产业,Real estate,70,房地产业,Real estate
2021/2/19,000617,中油资本,CNPC Capital Company Limited,Shenzhen,J,金融业,Finance,67,资本市场服务,capital market service
2021/2/19,000619,海螺型材,Wuhu Conch Profiles and Science Co Ltd,Shenzhen,C,制造业,Manufacturing,29,橡胶和塑料制品业,Rubber and Plastic manufacturing
2021/2/19,000620,新华联,"MACROLINK CULTURALTAINMENT DEVELOPMENT CO., LTD.",Shenzhen,K,房地产业,Real estate,70,房地产业,Real estate
2021/2/19,000622,恒立实业,"HENGLI INDUSTRIAL DEVELOPMENT GROUP CO., LTD",Shenzhen,C,制造业,Manufacturing,35,专用设备制造业,Special equiment manufacturing
2021/2/19,000623,吉林敖东,"Jilin Aodong Pharmaceutical Group Co., Ltd.",Shenzhen,C,制造业,Manufacturing,27,医药制造业,Medicine manufacturing
2021/2/19,000625,长安汽车,Chongqing Changan Automobile Co Ltd,Shenzhen,C,制造业,Manufacturing,36,汽车制造业,Automobile manufacturing
2021/2/19,000626,远大控股,"Grand Industrial Holding Co., Ltd",Shenzhen,F,批发和零售业,Wholesale and retail,51,批发业,Wholesale
2021/2/19,000627,天茂集团,Hubei Biocause Pharmaceutical Co Ltd,Shenzhen,J,金融业,Finance,68,保险业,Insurance
2021/2/19,000628,高新发展,Chengdu Hi-tech Development Co Ltd,Shenzhen,E,建筑业,Construction,47,房屋建筑业,Housing construction
2021/2/19,000629,攀钢钒钛,"Pangang Group Vanadium Titanium & Resources Co., Ltd.",Shenzhen,C,制造业,Manufacturing,32,有色金属冶炼及压延加工业,Non-ferrous metal foundries and presses
2021/2/19,000630,铜陵有色,Tongling Nonferrous Metals Group Co. Ltd,Shenzhen,C,制造业,Manufacturing,32,有色金属冶炼及压延加工业,Non-ferrous metal foundries and presses
2021/2/19,000631,顺发恒业,Shunfa Hengye Corporation.,Shenzhen,K,房地产业,Real estate,70,房地产业,Real estate
2021/2/19,000632,三木集团,Fujian Sanmu Group Co Ltd,Shenzhen,F,批发和零售业,Wholesale and retail,51,批发业,Wholesale
2021/2/19,000633,合金投资,"XINJIANG HEJIN HOLDING CO.,LTD",Shenzhen,C,制造业,Manufacturing,32,有色金属冶炼及压延加工业,Non-ferrous metal foundries and presses
2021/2/19,000635,英 力 特,"Ningxia Younglight Chemicals Co.,Ltd",Shenzhen,C,制造业,Manufacturing,26,化学原料及化学制品制造业,Chemical material and products manufacturing
2021/2/19,000636,风华高科,Guangdong Fenghua Advanced Technology (Holding) Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2021/2/19,000637,茂化实华,Maoming Petrochemical Shihua Co Ltd,Shenzhen,C,制造业,Manufacturing,25,石油加工、炼焦及核燃料加工业,Oil processing and refining
2021/2/19,000638,万方发展,"Vanfund Urban Investment & Development Co., Ltd.",Shenzhen,I,信息传输、软件和信息技术服务业,information transmission、software and information technology service,65,软件和信息技术服务业,software and information technology service
2021/2/19,000639,西王食品,Xiwang Foodstuffs Co Ltd,Shenzhen,C,制造业,Manufacturing,13,农副食品加工业,Food processing
2021/2/19,000650,仁和药业,"Renhe Pharmacy Co.,Ltd",Shenzhen,C,制造业,Manufacturing,27,医药制造业,Medicine manufacturing
2021/2/19,000651,格力电器,"Gree Electric Appliances,Inc. of Zhuhai",Shenzhen,C,制造业,Manufacturing,38,电气机械及器材制造业,Electric equipment and parts manufacturing
2021/2/19,000652,泰达股份,Tianjin TEDA Co Ltd,Shenzhen,F,批发和零售业,Wholesale and retail,51,批发业,Wholesale
2021/2/19,000655,金岭矿业,Shandong Jinling Mining Co Ltd,Shenzhen,B,采矿业,Mining,8,黑色金属矿采选业,Ferrous metal ore mining
2021/2/19,000656,金科股份,"Jinke Property Group Co.,Ltd.",Shenzhen,K,房地产业,Real estate,70,房地产业,Real estate
2021/2/19,000657,中钨高新,China Tungsten and Hightech Materials Co Ltd,Shenzhen,C,制造业,Manufacturing,32,有色金属冶炼及压延加工业,Non-ferrous metal foundries and presses
2021/2/19,000659,珠海中富,Zhuhai Zhongfu Enterprise Co Ltd,Shenzhen,C,制造业,Manufacturing,29,橡胶和塑料制品业,Rubber and Plastic manufacturing
2021/2/19,000661,长春高新,Chang Chun High and New Technology Industry (Group) Inc.,Shenzhen,C,制造业,Manufacturing,27,医药制造业,Medicine manufacturing
2021/2/19,000662,*ST天夏,TEAMAX SMART CITY TECHNOLOGY CORPORATION LIMITED,Shenzhen,I,信息传输、软件和信息技术服务业,information transmission、software and information technology service,65,软件和信息技术服务业,software and information technology service
2021/2/19,000663,*ST永林,Fujian Yongan Forestry (Group) Joint-stock Co Ltd,Shenzhen,C,制造业,Manufacturing,21,家具制造业,furniture manufacturing
2021/2/19,000665,湖北广电,"Hubei Broadcasting and Television Information Network Co., Ltd.",Shenzhen,R,文化、体育和娱乐业,Culture、sports and entertainment,86,广播、电视、电影和影视录音制作业,"Broadcasting, movie and television"
2021/2/19,000666,经纬纺机,Jingwei Textile Machinery Co Ltd,Shenzhen,J,金融业,Finance,67,资本市场服务,capital market service
2021/2/19,000667,美好置业,"Myhome Real Estate Development Group CO.,LTD.",Shenzhen,K,房地产业,Real estate,70,房地产业,Real estate
2021/2/19,000668,荣丰控股,Rongfeng Holding Group Co Ltd,Shenzhen,K,房地产业,Real estate,70,房地产业,Real estate
2021/2/19,000669,*ST金鸿,"Jinhong Holding Group Co., Ltd.",Shenzhen,D,电力、热力、燃气及水的生产和供应业,Utilities,45,燃气生产和供应业,Gas production and supply
2021/2/19,000670,*ST盈方,"Infotmic Co.,Ltd.",Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2021/2/19,000671,阳光城,"Sunshine City Group Co., Ltd.",Shenzhen,K,房地产业,Real estate,70,房地产业,Real estate
2021/2/19,000672,上峰水泥,"GANSU SHANGFENG CEMENT CO., LTD",Shenzhen,C,制造业,Manufacturing,30,非金属矿物制品业,Non-metal mineral products
2021/2/19,000673,*ST当代,"Contemporary Eastern Investment Co., Ltd",Shenzhen,R,文化、体育和娱乐业,Culture、sports and entertainment,87,文化艺术业,Culture and art
2021/2/19,000676,智度股份,"Genimous Technology CO.,LTD",Shenzhen,I,信息传输、软件和信息技术服务业,information transmission、software and information technology service,64,互联网和相关服务,internet and related service
2021/2/19,000677,恒天海龙,"Chtc Helon Co., Ltd.",Shenzhen,C,制造业,Manufacturing,28,化学纤维制造业,Chemical fibres Manufacturing
2021/2/19,000678,襄阳轴承,Xiangyang Automobile Bearing Co Ltd,Shenzhen,C,制造业,Manufacturing,34,通用设备制造业,Common machines manufacturing
2021/2/19,000679,*ST友谊,Dalian Friendship (Group) Co Ltd,Shenzhen,F,批发和零售业,Wholesale and retail,52,零售业,retail
2021/2/19,000680,山推股份,Shantui Construction Machinery Co Ltd,Shenzhen,C,制造业,Manufacturing,35,专用设备制造业,Special equiment manufacturing
2021/2/19,000681,视觉中国,"VISUAL CHINA GROUP CO.,LTD.",Shenzhen,R,文化、体育和娱乐业,Culture、sports and entertainment,87,文化艺术业,Culture and art
2021/2/19,000682,东方电子,"Dongfang Electronics Co.,Ltd",Shenzhen,I,信息传输、软件和信息技术服务业,information transmission、software and information technology service,65,软件和信息技术服务业,software and information technology service
2021/2/19,000683,远兴能源,"Inner Mongolia Yuan Xing Energy Co.,Ltd.",Shenzhen,C,制造业,Manufacturing,26,化学原料及化学制品制造业,Chemical material and products manufacturing
2021/2/19,000685,中山公用,Zhongshan Public Utilities Group Co Ltd,Shenzhen,D,电力、热力、燃气及水的生产和供应业,Utilities,46,水的生产和供应业,Tap water production and supply
2021/2/19,000686,东北证券,Northeast Securities Co Ltd,Shenzhen,J,金融业,Finance,67,资本市场服务,capital market service
2021/2/19,000687,*ST华讯,"Huaxun Fangzhou Co., Ltd",Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2021/2/19,000688,国城矿业,"Guocheng Mining CO.,LTD",Shenzhen,B,采矿业,Mining,9,有色金属矿采选业,Non-ferrous metal ore mining
2021/2/19,000690,宝新能源,"Guangdong Baolihua New Energy Stock Co.,Ltd",Shenzhen,D,电力、热力、燃气及水的生产和供应业,Utilities,44,电力、热力生产和供应业,"Electric power, steam and hot water production and supply"
2021/2/19,000691,亚太实业,Hainan Yatai Industrial Development Co Ltd,Shenzhen,C,制造业,Manufacturing,26,化学原料及化学制品制造业,Chemical material and products manufacturing
2021/2/19,000692,惠天热电,Shenyang Huitian Thermal Power Co Ltd,Shenzhen,D,电力、热力、燃气及水的生产和供应业,Utilities,44,电力、热力生产和供应业,"Electric power, steam and hot water production and supply"
2021/2/19,000695,滨海能源,Tianjin Binhai Energy & Development Co Ltd,Shenzhen,C,制造业,Manufacturing,23,印刷和记录媒介复制业,Printing
2021/2/19,000697,炼石航空,"Ligeance Aerospace Technology Co.,Ltd.",Shenzhen,C,制造业,Manufacturing,37,铁路、船舶、航空航天和其它运输设备制造业,Railway、Ship、Aircraft and spacecraft and Other traffic equipment manufacturing
2021/2/19,000698,沈阳化工,Shenyang Chemical Industry Co Ltd,Shenzhen,C,制造业,Manufacturing,25,石油加工、炼焦及核燃料加工业,Oil processing and refining
2021/2/19,000700,模塑科技,Jiangnan Mould & Plastic Technology Co Ltd,Shenzhen,C,制造业,Manufacturing,36,汽车制造业,Automobile manufacturing
2021/2/19,000701,厦门信达,Xiamen Xinde Co Ltd,Shenzhen,F,批发和零售业,Wholesale and retail,51,批发业,Wholesale
2021/2/19,000702,正虹科技,Hunan Zhenghong Science and Technology Develop Co Ltd,Shenzhen,C,制造业,Manufacturing,13,农副食品加工业,Food processing
2021/2/19,000703,恒逸石化,Hengyi Petrochemical Co Ltd,Shenzhen,C,制造业,Manufacturing,28,化学纤维制造业,Chemical fibres Manufacturing
2021/2/19,000705,浙江震元,"Zhejiang Zhenyuan Share Co., Ltd",Shenzhen,F,批发和零售业,Wholesale and retail,51,批发业,Wholesale
2021/2/19,000707,ST双环,Hubei Shuanghuan Science And Technologystock Co Ltd,Shenzhen,C,制造业,Manufacturing,26,化学原料及化学制品制造业,Chemical material and products manufacturing
2021/2/19,000708,中信特钢,"CITIC Pacific Special Steel Group Co., Ltd",Shenzhen,C,制造业,Manufacturing,31,黑色金属冶炼及压延加工业,Ferrous metal foundries and presses
2021/2/19,000709,河钢股份,HESTEEL COMPANY LIMITED,Shenzhen,C,制造业,Manufacturing,31,黑色金属冶炼及压延加工业,Ferrous metal foundries and presses
2021/2/19,000710,贝瑞基因,"BerryGenomics Co., Ltd",Shenzhen,M,科学研究和技术服务业,scientific research and technology service,74,专业技术服务业,professional skill services
2021/2/19,000711,京蓝科技,"Kingland Technology Co.,Ltd.",Shenzhen,E,建筑业,Construction,48,土木工程建筑业,Civil engineering works construction
2021/2/19,000712,锦龙股份,Guangdong Golden Dragon Development Inc.,Shenzhen,J,金融业,Finance,67,资本市场服务,capital market service
2021/2/19,000713,丰乐种业,Hefei Fengle Seed Co Ltd,Shenzhen,A,农、林、牧、渔业,"Agriculture, forestry, livestock farming, fishery",5,农、林、牧、渔服务业,"Agriculture, forestry, livestock farm and fishery service"
2021/2/19,000715,中兴商业,"Zhongxing Shenyang Commercial Building  Group Co., Ltd",Shenzhen,F,批发和零售业,Wholesale and retail,52,零售业,retail
2021/2/19,000716,黑芝麻,"NANFANG BLACK SESAME GROUP CO., LTD.",Shenzhen,C,制造业,Manufacturing,14,食品制造业,Foodstuff manufacturing
2021/2/19,000717,韶钢松山,SGIS Songshan Co Ltd,Shenzhen,C,制造业,Manufacturing,31,黑色金属冶炼及压延加工业,Ferrous metal foundries and presses
2021/2/19,000718,苏宁环球,Suning Universal Co Ltd,Shenzhen,K,房地产业,Real estate,70,房地产业,Real estate
2021/2/19,000719,中原传媒,Central China Land Media Co Ltd,Shenzhen,R,文化、体育和娱乐业,Culture、sports and entertainment,85,新闻和出版业,Press and publication
2021/2/19,000720,新能泰山,Shandong Xinneng Taishan Power Generation Co Ltd,Shenzhen,K,房地产业,Real estate,70,房地产业,Real estate
2021/2/19,000721,西安饮食,Xi'an Catering Co Ltd,Shenzhen,H,住宿和餐饮业,hotel and Catering industry,62,餐饮业,Catering industry
2021/2/19,000722,湖南发展,"Hunan Development Group Co.,Ltd.",Shenzhen,D,电力、热力、燃气及水的生产和供应业,Utilities,44,电力、热力生产和供应业,"Electric power, steam and hot water production and supply"
